"comparisons","auc","peak","ttpeak","duration"
"C1/C2",0.131557795393518,0.200547275598894,9.02350077431597e-05,0.00899206879456355
"C1/C3",0.940177343424206,0.958330592690261,0.000301595108996125,0.0686811808984751
"C2/C3",0.513253025561861,0.556669439008207,0.795717041187309,0.344362715583836
